Comments,sentiment,expression
"2023 October, anyone ?",0.0,Neutral
🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇦🇷🇦🇷🇦🇷🇦🇷🇧🇩🇧🇩🇧🇩🇧🇩,0.0,Neutral
People who are watching today 😄😊,0.8885,Positive
rassenschande,0.0,Neutral
Lol trash,0.4215,Positive
2024 anyone?,0.0,Neutral
2030???,0.0,Neutral
Afsun,0.0,Neutral
It&#39;s November 2023...<br>Still this song is ❤❤❤❤,0.9571,Positive
Rodno,0.0,Neutral
GOD,0.2732,Positive
Still favourites 2023❤,0.6369,Positive
this song has captured the world!,0.0,Neutral
OMG 3.7 million views,0.0,Neutral
❤,0.6369,Positive
ThiS time for india❤❤,0.8555,Positive
2050 anyone?,0.0,Neutral
2010ximehp❤📖👇,0.6369,Positive
❤❤❤❤,0.9571,Positive
Shi<br>❤,0.6369,Positive
Love ❤️,0.6369,Positive
2025 anyone 😅,0.3612,Positive
Ace 13 años 💀,0.0,Neutral
⚽ Ronaldo Luís Nazário de Lima 🤷,0.0,Neutral
I guess India&#39;s were everywhere 😂❤ 🇮🇳... Like👍,0.8625,Positive
How many subs can I get from this comment,0.0,Neutral
"I swear, Shakira is the sexiest woman ever, gorgeous and insanely sexy and very talented singer",0.8955,Positive
Ygkkghkgvxxxxxxx 😂,0.4404,Positive
❤,0.6369,Positive
❤❤❤❤,0.9571,Positive
❤❤,0.8555,Positive
❤,0.6369,Positive
2025?,0.0,Neutral
I’m so happy 😁,0.7902,Positive
this song never die!!!,0.6152,Positive
ta piosenka nigdy nie umrze,0.0,Neutral
2026 anyone❤😂?,0.7964,Positive
2023 🇿🇦🇿🇦🇿🇦🏉🏉🏉 SA Rugby world cup.. Kayi 4 ke Sana🔥🔥🔥🔥🔥🔥,-0.9081,Negative
Never Gets Old 🤙,0.4939,Positive
MESSI!!!!,0.0,Neutral
The guy who the ball hes from italy buy that  was in  2006 world cup finale France  vs Italy,0.0,Neutral
"Shakira, how are you? ❤❤❤❤❤❤❤❤❤❤",0.9928,Positive
Go Africa?,0.0,Neutral
Anyone 2025😅?,0.3612,Positive
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m23s"">2:23</a> The music😢❤️‍🩹🔥",-0.6705,Negative
Melhor musica da historia das copas!,0.0,Neutral
💗💓💞💕❣️💗💓💞💕💕❣️❣️💕💕💓💓💗💓💞💕❣️❣️💞💓💗💞❣️❣️💓💗💓💞💕❣️,0.9995,Positive
"this song plays in my head every time I touch a football... football is more than a game, it&#39;s a way of life! ⚽🏆❤",0.7574,Positive
Yeah here me😅,0.5719,Positive
Someone&#39;s in 2023😂,0.4404,Positive
2030 anyone?😅,0.3612,Positive
Cool ❤,0.7579,Positive
I Listen To This On My Headphones,0.0,Neutral
❤❤Sidney a pouco vou ver aqui com a sua tia se ele vai fazer pix de programas pra fazer o curso de programas no trabalho mais tarde blz o trabalho do professor de programas de São Braz que eu consigo falar sobre o,0.743,Positive
Эта песня на все времена ❤❤❤,0.9274,Positive
How come from 2023😂🎉,0.6808,Positive
"فلسطين تتعرض للابادة اين حقوق الانسان 🇵🇸<br>Palestine is being subjected to genocide, where are the human rights ? 🇵🇸.،&quot;",0.0,Neutral
2030 anyone 😅,0.3612,Positive
2035 anyone?  ❤🎉,0.7845,Positive
October 2023 anyone?,0.0,Neutral
2024 😂😂,0.7003,Positive
i want this type of vibe in the next world cup,0.0772,Positive
Cool thank u for the email but it was so good I didn&#39;t ❤❤❤but I got it from MYOB and it was great for a good time to read this book for you to,0.9856,Positive
"Até agora, melhor copa e melhor canção, até os nossos netos ouvirão esta canção",0.0,Neutral
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9991,Positive
So beautifull ❤❤❤😚😚,0.9693,Positive
who listens this song in OTC 2023❤❤,0.8555,Positive
Duzeltdkmjmjrvvxghz,0.0,Neutral
😮😮😮😮😮😮😮😮😮😮<br> ❤❤,0.8555,Positive
I feel fifa world cup 2022 🏆. still favorite this song🎧,0.4588,Positive
Both fun and emotional,0.5994,Positive
Hey Shakira miss u..    ❤,0.5574,Positive
3 b 2025,0.0,Neutral
this song reminds me of all 6 grades classmate 😔,0.0772,Positive
", in ⅞⅘∅⅚ down luck like la la",0.6705,Positive
Bigi bigi mamma 👏😂,0.4404,Positive
Stop comparing Waka Waka to Tuku taka😢,-0.6486,Negative
Iam 🫵🫵🫵,0.0,Neutral
This song must be in 2026 world cup,0.0,Neutral
"I,❤ this song",0.6369,Positive
2026 I will watch this song again,0.0,Neutral
I love it❤❤❤❤❤,0.9803,Positive
2025 anyone? 🎉,0.4019,Positive
2025 any one 😮,0.0,Neutral
اصحاب 2023 اثبتوا وجودكم❤😅👈.,0.7717,Positive
3024 anyone here?⚽,0.0,Neutral
Un temazo,0.0,Neutral
WTF How?! ITS 2023!!!<br>This song is fire!!!,-0.8443,Negative
100 billion views☺.,0.4588,Positive
10 billion views☺.,0.4588,Positive
Old but gold 🥇💛,0.899,Positive
Me gusta❤❤❤,0.9274,Positive
World cub 2010 forever moment,0.0,Neutral
Anyone is today😅,0.3612,Positive
2025 anyone?? 😅,0.4329,Positive
Love it❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.9968,Positive
2025🔥🔥,-0.5859,Negative
"<a href=""https://www.youtube.com/shorts/y_HQkeCFprg"">https://www.youtube.com/shorts/y_HQkeCFprg</a>",0.0,Neutral
i love Africa 💕,0.8591,Positive
Ksekeke😮😮,0.0,Neutral
Senyum yg tersembunyi ku tuk lionil messi❤yah,0.0,Neutral
🎶🎵🍺🍻🥃,0.0,Neutral
I listen  this song 10 year ago,0.0,Neutral
Waka waka ❌ messi song ✔️,0.0,Neutral
Mks geg4ra in bs idup lg krn ktembak 😂🎉,0.6808,Positive
I am Bangladesh ❤,0.6369,Positive
❤❤❤❤❤❤❤❤❤,0.9911,Positive
The great football is dead 😢,-0.5106,Negative
😢best World Cup ever🎉,-0.1027,Negative
Octobre 2023 good vibes 🎉🎉,0.8074,Positive
2023 big your have a problem or 😂😂😂😂😮,0.836,Positive
2030 anyone???😂,0.533,Positive
This is the music for practice in my school less than half a year. 👍,0.0,Neutral
🇹🇳🇺🇾,0.0,Neutral
2025 anyone😅,0.3612,Positive
"<a href=""http://www.youtube.com/results?search_query=%23shakira"">#Shakira</a> ! No Rock In Rio ( Rio de Janeiro - 2024 ).. BRASIL 🇧🇷.  Simplesmente Isso Seria Incrível Demais !",-0.4184,Negative
2025 anyone?,0.0,Neutral
❤me gusta😂😂😂❤❤❤,0.9694,Positive
Who is there after the French attacked Fabio Grosso? They will never get over this defeat 🇮🇹,-0.7579,Negative
2023❤🎉,0.7845,Positive
I hate messi,-0.5719,Negative
She copied the old Cameroon song in 1986 🇨🇲 Cameroonians REUNITE!!!,0.0,Neutral
2023?,0.0,Neutral
I know you will see me from 2030,0.0,Neutral
Melhor música do mundo meu nome é Priscilla,0.0,Neutral
Le football de notre époque 🥹❤️,0.0,Neutral
"Шакуля ты не будь дурочкой ты никому не нужна, ты мне интересна как женщина, давай встретимся,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,Neutral
Who&#39;s here after winning 2023 RWC. <br>Different sports it&#39;s time for Africa!,0.5707,Positive
2010 ذكريات 😢,-0.4767,Negative
2010 someone?<br><br>2025 anyone?,0.0,Neutral
3 am listening to this legendary song..,0.0,Neutral
Like this in 2030,0.3612,Positive
💗💓💞💕❣️💗💓💞💕❣️💗💓💞💕❣️,0.9976,Positive
Peccato che Waka Waka sia copiata da una canzone africana.,0.0,Neutral
Legend music,0.0,Neutral
yo soy la fan de shakira quisiera conocerla amo pero amo la música y de la música shakira y karol  g❤❤❤,0.9423,Positive
2025 and 2026 anyone,0.0,Neutral
2050 anyone ? 😃,0.3612,Positive
Hy hy I&#39;m listening👂 this song in 2023 😅😅,0.6124,Positive
Hello humans we will meet after 1 thousand years in same comment box. Listening a same song.. love from India,0.6369,Positive
2023 . 10 . 29 <br>نحس في روحي مسارفة عبر الزمن 😭😭😭😭😭😭😭😭😂,-0.9678,Negative
Goo BOKKA !!!,0.0,Neutral
𝕌 𝕠𝕛𝕟𝕓,0.0,Neutral
CR7 🤍😢,-0.4767,Negative
❤❤❤❤,0.9571,Positive
What about the original version,0.3182,Positive
2024 anyone,0.0,Neutral
Anyone from earth?,0.0,Neutral
I make video&#39;s beautiful than this 😅,0.7506,Positive
2023,0.0,Neutral
2024anyone?😅,0.3612,Positive
pauvre roberto baggio,0.0,Neutral
Is anyone came after watch Instragram reel😂,0.4404,Positive
This song never gets old❤😊,0.8807,Positive
I be feeling this song so much lately after the SpringBoks won the worldcup 2023,0.6369,Positive
2025 anyone 😅,0.3612,Positive
Pele and Maradona are G.O.A.T 😢😢😢😢 🇧🇷💚💙🇦🇷,-0.802,Negative
i am here in 29/OCT/2023 with deep feeling 🙂<br>From South asian located Bangladesh ❣️<br>when this happens !<br>That time i was 8 years of age .<br>on bed with a broken leg .<br>that&#39;s why i misses this cheerers 💔😊,0.9331,Positive
2030 anyone😅,0.3612,Positive
2023 u mean,0.0,Neutral
Best song for world cup.❤🎉,0.9022,Positive
❤❤❤teamo,0.8555,Positive
Música lixo,0.0,Neutral
2023,0.0,Neutral
"W,Hatoyama",0.0,Neutral
"The black woman is singing in English, not a foreign language.<br><br>&quot;I&#39;m well on my journey<br><br><b>something inaudible</b> from A to Z<br><br>but since I&#39;m on my journey from East to West&quot;",0.2732,Positive
October 2023😊❤,0.8807,Positive
2026 anyone ?,0.0,Neutral
I loved it,0.5994,Positive
😍😍😍,0.8402,Positive
"semangat fight ghost my baby from mi indunisiy <a href=""http://www.youtube.com/results?search_query=%23aroonchox"">#Aroonchox</a>😮",-0.5994,Negative
2026 ?(:,0.0,Neutral
Africa has mosquitoes and vampires ian somerhalder is saying,0.0,Neutral
Love it,0.6369,Positive
J&#39;aime bien cette chanson ❤😂😊,0.9201,Positive
2023,0.0,Neutral
Bro the original is better,0.6369,Positive
Bài này và the cup of life hay,0.0,Neutral
Merci Beaucoup shakira pour cette belle chanson.Vive l&#39;Afrique 🎉🎉🎉❤️💖⚽️⚽️🏆🏅🎖🥇🥈🥉,0.9818,Positive
До сих пор слушаю этот шедевр,0.0,Neutral
"Hdjdkdkeoelwwkekek😢🎉😮🎉😮😂😮😂😮😂😮😂😮😂😅😂😊😂😊😂😊😊😊😊😊😅 <a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m16s"">0:16</a>",0.9967,Positive
❤❤❤❤❤🎉🎉🎉🎉🎉🎉❤<br>Sarah AND. I. LOVE  YOU,0.9918,Positive
وكا وكا اي اي😂😂😂😂,0.891,Positive
Any in 2025??😅😅,0.6553,Positive
He won&#39;t get tired of it even in 2024❤❤,0.7579,Positive
Cool,0.3182,Positive
2026 anyone ?,0.0,Neutral
13 лет назад,0.0,Neutral
Бразилия құрамасы алу керек енді келеси әлем чемпионатында 🇧🇷🇧🇷🇧🇷🇧🇷,0.0,Neutral
"Who,s listed this in 3023😂❤",0.7964,Positive
"<a href=""https://youtube.com/@Brainout9947?si=a-R4A2VKIbfg8_9_"">https://youtube.com/@Brainout9947?si=a-R4A2VKIbfg8_9_</a>",0.0,Neutral
"<a href=""https://youtube.com/@Brainout9947?si=a-R4A2VKIbfg8_9_"">https://youtube.com/@Brainout9947?si=a-R4A2VKIbfg8_9_</a>",0.0,Neutral
20000,0.0,Neutral
😅,0.3612,Positive
This song is what futball is all about.,0.0,Neutral
"This chick need to give credit where credit is due regarding “not here song and neither did she write the lyrics:”<br>The chorus of the song and the words &quot;waka waka&quot; are borrowed from &quot;Zangaléwa&quot;, a 1986 song recorded by Cameroonian band Golden Sounds, which was a hit not only across Africa but also in Colombia with the help of West African DJs where Shakira heard the tune when she was a child.",0.7311,Positive
Tout Sinplismet 👌😘,0.8143,Positive
2024😅❤,0.7717,Positive
Anyone 2024 ?,0.0,Neutral
Shakira is actually the most beautiful woman on the entire planet.,0.6361,Positive
waiting for 2026 worldcup,0.0,Neutral
All time favorite🎉🎉😊,0.9246,Positive
Ever green❤❤,0.8555,Positive
Coming here after springboks won the world cup 🎉🎉for 4 th time,0.8442,Positive
This song rule the world,0.0,Neutral
Bhgggbbvgtc❤,0.6369,Positive
My ouyr song ❤❤,0.8555,Positive
Cool song from 2010,0.3182,Positive
Il mondiale più schifoso.,0.0,Neutral
This was the closest we had to world peace,0.5423,Positive
2027,0.0,Neutral
Who watching on 2023,0.0,Neutral
😂 TV❤xq Adam😮,0.4404,Positive
2010: “Waka Waka “ World Cup Anthem  <br><br>2023: “Kill the Boer” Genocide Anthem,0.0,Neutral
The only thing that reminds me of old times❤,0.6369,Positive
2025 anyone ?,0.0,Neutral
"&quot;Children of a state living in the midst of conflict find themselves in the hands of a deceitful, hypocritical world, viewing them as tools to maintain a line behind a curtain, under the guise of religious wars. Their tender hearts bear the burden of greed and neglect, and they are in need of voices that raise the banner of humanity to protect them and help them rebuild anew.&quot; ‏‪<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m16s"">0:16</a>‬‏ ‏‪<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m17s"">0:17</a>‬‏ ‏‪<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m18s"">0:18</a>‬‏ ‏‪<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m19s"">0:19</a>‬‏ ‏‪<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m20s"">0:20</a>‬‏ ❤",-0.7622,Negative
2023 october still feeling those days ❤❤💋,0.9136,Positive
Who&#39;s here right now? Haha,0.4588,Positive
Attendez est-ce Messi qui est passé sans ce clip?,0.0,Neutral
Alguém aqui 2023,0.0,Neutral
Anyone 2050?❤,0.6369,Positive
Legend are watching in October of 2023 😊,0.7184,Positive
ⓘ love your music,0.6369,Positive
❤❤,0.8555,Positive
❤❤❤,0.9274,Positive
❤,0.6369,Positive
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m37s"">2:37</a>",0.0,Neutral
❤❤,0.8555,Positive
❤❤❤❤❤❤❤❤❤❤,0.9928,Positive
Te amo shakira ❤🎉❤🎉❤🎉❤🎉❤ le das demasiado sentido a mi vida ❤❤❤❤❤❤❤❤,0.9968,Positive
"Я из 24, Бразилия победит",0.0,Neutral
the music is very well poreso mary<br> cuelga loro calzoni significa sus calsones,0.3384,Positive
So sweet dreams ❤❤❤,0.9632,Positive
2023 attendance here ❤😂,0.7964,Positive
😊😊😊😊😊😊,0.9872,Positive
2025 anyone,0.0,Neutral
Anyone?❤🇵🇹🇧🇷,0.0,Neutral
We love you 💙💜SHEKIRA,0.8555,Positive
This song should be for Portugal and spain since shakeria is Spanish and since Portugal and spain are next to each other and since they both have the same saying in their language,0.0,Neutral
Me trying to bellydance to it,0.0,Neutral
¡¡Una muy hermosa canción!! ❤❤,0.8745,Positive
👇🇧🇷🏟️🙏🏆,0.0,Neutral
This song is still awesome. And Shakira is magnificent.,0.8402,Positive
"It&#39;s from Iran. The song has been a hit for 13 years. Who&#39;s listening to it yet, hit it like 😁",0.6705,Positive
Bomba musica🎉❤🎉,0.8625,Positive
2023 South Africa Rugby world cup❤🥺,0.6369,Positive
Love you from morocco 🇲🇦🖤🇧🇷,0.6369,Positive
Bonita musica la recuerdo desde hase mucho tiempo grasias,0.0,Neutral
2023. ?,0.0,Neutral
LET&#39;S GO BOKKE!!!!!,0.0,Neutral
South Africa 😎😎😎😎😎😎😎😎😎🎈🎈🎈🎈🎈🎈🎈🎈,0.9776,Positive
I salute sprinkbok one more time 2 nite ...they did it again for africa,0.0,Neutral
Tsaminamina eh eh💗<br>(You continue),0.1779,Positive
Omg we South Africans won just now for the world cup once again 🎉,0.7506,Positive
South Africa just won the rugby world cup,0.5719,Positive
My friend like football⚽,0.6908,Positive
How do we live in a life where we have ppl dying on our streets but we have songs like this the celebrates humanity. This is a great tune but we are failing as a race.,0.8885,Positive
Who am I watching now?😂,0.4404,Positive
❤❤,0.8555,Positive
❤😂,0.7964,Positive
It’s already been 13 years ❤,0.6369,Positive
As I dedicate this for bokkie,0.0,Neutral
Whenever I watch this video remembered me time of FIFA games so much love for football ❤❤,0.931,Positive
Best music,0.6369,Positive
Yes,0.4019,Positive
sempre qui,0.0,Neutral
Super Musik,0.5994,Positive
شكرا هيا الافضل❤,0.6369,Positive
What a song!!!,0.0,Neutral
28/9/2023❤,0.6369,Positive
منو اجى من التكتوك 😂,0.4404,Positive
this song never get old,0.0,Neutral
I am Somalia 🇸🇴 like comment,0.3612,Positive
Crime sucks,-0.7184,Negative
This song rules the world of football I’m sure,0.3182,Positive
I like Shakira,0.3612,Positive
Nostalgic,0.0,Neutral
2024? Here !,0.0,Neutral
2024 anyone? 😂,0.4404,Positive
"Shakulya, let&#39;s meet, don&#39;t be a stupid woman, don&#39;t lose your benefits, baby, come to my apartment, I&#39;ll give you a relaxing massage for free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.4588,Positive
why do they show Messi alot even though Argentina is in South America...,0.0,Neutral
Ça m&#39;énerve de voir une chanson volée a des camerounais toujours sur sa page 😂 je préfère la version originale,0.4404,Positive
رائع جدا ❤,0.6369,Positive
Shakiras most iconic song,0.0,Neutral
When I see pele 😢,-0.4767,Negative
"The lyrics: <br>Roar!<br>Tipe, tipe, zangalewa (World Cup! World Cup!)<br>Tipe, tipe, zangalewa (World Cup! World Cup!)<br>Tipe, tipe, zangalewa (World Cup! World Cup!)<br>Tipe, tipe, zangalewa (World Cup! World Cup!)<br>You&#39;re a good soldier, choosing your battles<br>Pick yourself up and dust yourself off, get back in the saddle<br>You&#39;re on the frontline, everyone&#39;s watching<br>You know it&#39;s serious, we&#39;re getting closer, this isn&#39;t over<br>The pressure&#39;s on, you feel it<br>But you got it all, believe it<br>When you fall get up, oh, oh<br>And if you fall get up, eh, eh<br>Tsamina mina zangalewa &#39;cause this is Africa<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa<br>This time for Africa<br>Listen to your God, this is our motto<br>Your time to shine, don&#39;t wait in line, y vamos por todo<br>People are raising their expectations<br>Go on and feed them, this is your moment, no hesitation<br>Today&#39;s your day, I feel it<br>You paved the way, believe it<br>If you get down get up, oh, oh<br>When you get down get up, eh, eh<br>Tsamina mina zangalewa<br>This time for Africa<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa, anawa-a-a<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa<br>This time for Africa<br>Abuyile amajoni pikipiki mama, one A up to Z<br>Bathi susa lamajoni pikipiki mama from East to West<br>Bathi waka waka mah eh, eh<br>Waka waka mah eh, eh<br>Zonk&#39; iZizwe masibuye &#39;cause this is Africa (Africa, Africa...)<br>Tsamina mina, anawa-a-a<br>Tsamina mina<br>Tsamina mina, anawa-a-a<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa anawa-a-a<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa<br>This time for Africa<br>Tango, eh, eh<br>Tango, eh, eh<br>Tsamina mina zangalewa anawa-a-a<br>Tango, eh, eh<br>Tango, eh, eh<br>Tsamina mina zangalewa, anawa-a-a<br>This time for Africa<br>This time for Africa<br>We all Africa (zama qhela)<br>We all Africa (kwela kwela)<br>Zama qhela<br>(This took forever 😭💀🙌)",-0.4153,Negative
"<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m04s"">2:04</a>",0.0,Neutral
Bruh,0.0,Neutral
Me🎉🎉,0.6597,Positive
🥲,0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m18s"">1:18</a>  full <br><br>Waka Waka (Shakira Salute) Lyrics<br>Waka Waka (Shakira Salute) Lyrics<br>WAKA WAKA (Shakira Salute)2011<br><br>Waka Waka DJ&#39;s<br>3 min 23 sec<br>Play Song<br><br>Lyrics<br><br>Oooeeeeeeeeeeeeeeeehh<br><br><br>You&#39;re a good soldier<br><br>Choosing your battles<br><br>Pick yourself up<br><br>And dust yourself off<br><br>Get back in the saddle<br><br><br>You&#39;re on the front line<br><br>Everyone&#39;s watching<br><br>You know it&#39;s serious<br><br>We&#39;re getting closer<br><br>This isn&#39;t over<br><br><br>The pressure&#39;s on<br><br>You feel it<br><br>But you got it all<br><br>Believe it<br><br><br>When you fall get up, oh oh<br><br>If you fall get up, eh eh<br><br>Tsamina mina zangalewa<br><br>&#39;Cause this is Africa<br><br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>This time for Africa<br><br><br>Listen to your God<br><br>This is our motto<br><br>Your time to shine<br><br>Don&#39;t wait in line<br><br>Y vamos por todo<br><br><br>People are raising<br><br>Their expectations<br><br>Go on and feed them<br><br>This is your moment<br><br>No hesitation<br><br><br>Today&#39;s your day<br><br>I feel it<br><br>You paved the way<br><br>Believe it<br><br><br>If you get down get up, oh oh<br><br>When you get down get up, eh eh<br><br>Tsamina mina zangalewa<br><br>This time for Africa<br><br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>Anawa a a<br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>This time for Africa<br><br><br>[Zolani:]<br><br>Ame la mejole biggi biggi mubbo wa A to Z<br><br>Asi tsu zala mejole biggi biggi mubbo from East to West<br><br>Bathi waka waka ma eh eh waka waka ma eh eh<br><br>Tendency suna tsibuye &#39;cause this is Africa...<br><br><br>Tsamina mina, Anawa a a<br><br>Tsamina mina<br><br>Tsamina mina, Anawa a a<br><br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>Anawa a a<br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>This time for Africa<br><br><br>Django eh eh<br><br>Django eh eh<br><br>Tsamina mina zangalewa<br><br>Anawa a a<br><br><br>Django eh eh<br><br>Django eh eh<br><br>Tsamina mina zangalewa<br><br>Anawa a a<br><br><br>This time for Africa<br><br>This time for Africa<br><br><br>We&#39;re all Africa<br><br>We&#39;re all Africa",0.4404,Positive
Hi,0.0,Neutral
THIS STILL BANGS,0.0,Neutral
2023 November.. anyone here..😂😂😂❤❤,0.9524,Positive
Muito bom música 🤩👍🏽,0.0,Neutral
Tr7eeeewwww😂,0.4404,Positive
Indonesia mana,0.0,Neutral
Go BOKKE !!!! Bring it home once again 💚💚💚,0.941,Positive
This is the best would cup in the world🏉🇨🇦🇨🇻🇮🇴🇨🇨🇻🇬,0.6369,Positive
Nice song🎉,0.6705,Positive
Cameroun 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 idris carlos l<br>K,0.987,Positive
❤❤🥰😍🤩🤩,0.9623,Positive
Please try again to sing it again 🥺,0.3182,Positive
Win win win,0.9081,Positive
😅,0.3612,Positive
Wake up to reality,0.0,Neutral
TANGO EH EH,0.0,Neutral
Keep it up❤🎉🎉😊,0.9393,Positive
Ever green song ❤❤😊,0.9371,Positive
Amazing voice ❤❤,0.9217,Positive
All time in top❤🎉🎉😊,0.9468,Positive
"<a href=""https://youtube.com/@Brainout9947?si=6f9NJGGYQs0DKCjD"">https://youtube.com/@Brainout9947?si=6f9NJGGYQs0DKCjD</a>",0.0,Neutral
2025 anyone?😂,0.4404,Positive
💕 Love ❤️ you,0.8591,Positive
Sim,0.0,Neutral
36BC anyone?,0.0,Neutral
Team locat 2023,0.0,Neutral
2023 🇲🇦🇲🇦🫶🫶,0.0,Neutral
It&#39;s been 13 years and time flies...,0.0,Neutral
❤,0.6369,Positive
In October 2023❤❤❤,0.9274,Positive
"I&#39;m a grumpy dude, but this song makes me smile every morning at 4am. I guarantee my employees would agree if they knew too lol. I play this every morning 😂😂😂",0.9806,Positive
Ever green song❤❤😊🎉,0.9524,Positive
Ab toh world cup jitgaye❤,0.6369,Positive
I remember in primary school during wet weather always having to do this song for just dance,0.0,Neutral
❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.9963,Positive
2023 ❤,0.6369,Positive
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖😂😂😂😂😂😂😂😂😂😂😂😂😂,0.9996,Positive
"<a href=""https://youtube.com/shorts/B-hOmL2GQas?si=J8yIqicUcdLcaYkd"">https://youtube.com/shorts/B-hOmL2GQas?si=J8yIqicUcdLcaYkd</a>",0.0,Neutral
Me,0.0,Neutral
Маҳқул нашид ондант ранги гҳ меони,0.0,Neutral
Childhood songs😢,-0.4767,Negative
Legends watching in 2024 😂,0.4404,Positive
Toady is 2023 please Comeback to 2010,0.3182,Positive
Legends watching in 2024,0.0,Neutral
Kon kon Ind se hai,0.0,Neutral
Она прекрасна❤,0.6369,Positive
2024,0.0,Neutral
1919😂 anyone？,0.4404,Positive
2025 😂 anyone?,0.4404,Positive
Springboks 🇿🇦🇿🇦🇿🇦,0.0,Neutral
😮,0.0,Neutral
Literally everything in this song 2023,0.0,Neutral
🎉🎉🎉,0.7964,Positive
There is one from 2024 🤡,0.0,Neutral
2024 enyone😅,0.3612,Positive
🎉🎉,0.6597,Positive
"Menjadi remaja di masa itu dan sekarang aku tumbuh dewasa, mendengar lagu ini hidupku jadi bersemangat seperti waktu itu.",0.0,Neutral
2023,0.0,Neutral
Anyone from 2224?,0.0,Neutral
India se kon sun raha 2023,0.0,Neutral
"Шакуля давай встретимся пока ты ещё молодая красивая женщина тебе это актуально не упускай возможность получить удовольствие начни жить по новому приезжай в мою квартиру буду делать тебе массаж ,,,,,,,,,,,,,,,,,,,,,",0.0,Neutral
❣️❣️,0.8555,Positive
Nice 👍☺️😊,0.8957,Positive
This song reminds me of bad toxic relationships. It was an unhealthy relationship with an ex &amp; my heart certainly wanted him but my mind was saying he’s bad! Thank god it ended! I ended it!,-0.2206,Negative
This time for Australia 🇦🇺,0.0,Neutral
❤❤❤❤,0.9571,Positive
❤❤❤,0.9274,Positive
❤❤❤,0.9274,Positive
❤❤,0.8555,Positive
I love this song❤❤❤❤❤🎉🎉🎉,0.9875,Positive
2024 🎉❤,0.7845,Positive
Eterna 🎂,0.0,Neutral
2023 Anyone ❤?.,0.6369,Positive
"Voltando aqui depois de anos pq essa mulher é perfeita demais, que voz maravilhosa! E que energia maravilhosa",0.0,Neutral
I lovee thiss song soo much❤,0.6369,Positive
2024. Guys.?😅,0.3612,Positive
👋 2024,0.4939,Positive
From Indian Tamilnadu ☘️,0.0,Neutral
Almost half the world watched this,0.0,Neutral
Amo essa música e tão linda ❤❤❤<br>Alguém em 2024?,0.8555,Positive
❤❤❤,0.9274,Positive
This music i feel like i am in therre,0.3612,Positive
Wow ❤teamo🎉,0.7579,Positive
Messi 10 ❤,0.6369,Positive
😃😀🥰😍🤩,0.936,Positive
Reserva uno 2023,0.0,Neutral
